chemical_id,chemical_name,casrn,smiles,endpoint,chemical_class,species,genus,family,order,class_name,phylum,trophic_group,duration_h,medium,temperature_c,ph,study_year,source,effect,toxicity_value,toxicity_unit,target_log_molar,physchem_mol_wt,physchem_logp,physchem_tpsa,physchem_hba,physchem_hbd,mech_hit_rate,mech_stress_response,ctx_lab_id,is_hard_ood,known_ood
CHEM_00012,Demo chemical 12,10012-00-0,CCCCO,algae_72h_ec50,pharma,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.769901932211727,7.437344840936764,2008,demo,growth,0.048043409932112924,mmol/L,-1.3183661756624638,191.98191483713975,6.0541636789221975,43.572266415512274,3.918474947729132,0.4761698436564876,-0.9029271780870264,0.44607220148208054,3.0,False,False
CHEM_00013,Demo chemical 13,10013-00-0,CCOC(=O)C,fish_96h_lc50,surfactant,Danio rerio,Danio,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,20.438765002727713,7.335629107666505,2024,demo,mortality,0.8192533438878872,mmol/L,-0.08658177731318649,263.80703341776956,5.394909507692522,63.199832271468765,6.212577420119778,1.3430051507692908,-0.11863832610988256,1.535755991995992,2.0,False,True
CHEM_00014,Demo chemical 14,10014-00-0,CCN,daphnia_48h_ec50,uv_filter,Daphnia magna,Daphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,17.785908635913025,7.142109192417669,2021,demo,mortality,1.9717009770091634,mmol/L,0.29484105163876034,140.5472640603468,5.4811135186775,94.47331441566594,5.286653589378089,0.6843159017123284,-0.38318732113598775,-0.005121866720071296,3.0,False,True
CHEM_00015,Demo chemical 15,10015-00-0,CC(C)N,fish_96h_lc50,pharma,Oncorhynchus mykiss,Oncorhynchus,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,18.2436952661425,7.366350623719675,2001,demo,mortality,0.002156175068631097,mmol/L,-2.666315979916788,257.24679255213965,4.272726551932229,18.996557979379546,5.831805084712026,0.0,-0.04871840193011795,0.030631492594417446,3.0,False,False
CHEM_00016,Demo chemical 16,10016-00-0,CC(C)O,daphnia_48h_ec50,uv_filter,Daphnia magna,Daphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,18.608114776658596,7.4104564732478,2010,demo,mortality,0.21212179591076863,mmol/L,-0.6734147046213842,211.26644533331373,3.1067922867656472,80.05515650609209,4.484993582542443,1.1412586867629688,1.3373981074427437,-1.0843880722333665,4.0,False,False
CHEM_00017,Demo chemical 17,10017-00-0,CCCCO,fish_96h_lc50,pfas,Oncorhynchus mykiss,Oncorhynchus,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,22.41170724177647,7.208366464902556,2023,demo,mortality,0.0006291219024919447,mmol/L,-3.2012651948566244,400.14756890253364,2.476107979329416,54.252332769016476,2.691707119864407,0.0,-1.4634420018370031,-0.16266592054490767,1.0,True,True
CHEM_00018,Demo chemical 18,10018-00-0,CC(C)O,algae_72h_ec50,uv_filter,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,24.258494224056598,6.985030967490387,1998,demo,growth,7.431584486344895e-05,mmol/L,-4.128918580544591,426.8833568473738,2.8646726871607116,42.462784436648235,1.8064288430907207,2.4695308226570516,-1.7577283913566313,2.905067169240407,5.0,False,False
CHEM_00019,Demo chemical 19,10019-00-0,CCN,fish_96h_lc50,surfactant,Pimephales promelas,Pimephales,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,19.73235407096792,6.950041676652007,1999,demo,mortality,0.0626849383164514,mmol/L,-1.2028367971571252,388.2958115524474,2.315771505886115,55.094443081157806,3.5236525120506696,0.7868900079928359,0.777337576061744,0.23216988962625595,2.0,False,False
CHEM_00020,Demo chemical 20,10020-00-0,C1CCCCC1,algae_72h_ec50,surfactant,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.632988523346615,7.461085360634605,2024,demo,growth,0.08856607337277529,mmol/L,-1.0527326095881904,331.0172654255863,3.686515193202159,67.03512816798407,8.18633661786119,2.258683921980194,8.439309141418043e-05,0.3858465525565008,2.0,False,True
CHEM_00021,Demo chemical 21,10021-00-0,CCCCO,fish_96h_lc50,pfas,Danio rerio,Danio,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,20.908840676428724,7.055827726234209,2010,demo,mortality,0.16192394280131162,mmol/L,-0.7906889297661518,161.00708224132657,4.9293715437066385,65.25498450294278,3.056950385100102,1.2109737634852156,0.4801434033916108,0.05246679835624363,5.0,False,True
CHEM_00022,Demo chemical 22,10022-00-0,CCOC(=O)C,daphnia_48h_ec50,pharma,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,20.5919879793742,7.351234167471484,2020,demo,mortality,0.03813596730982444,mmol/L,-1.4186652333583625,229.84180974344918,3.6830750145229625,89.42983945986313,0.48655643504283486,1.2623963869712878,-0.23685026450968424,1.727350214164185,2.0,False,True
CHEM_00023,Demo chemical 23,10023-00-0,CCCCO,daphnia_48h_ec50,pfas,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,22.35482377795539,7.675634671571831,2004,demo,mortality,0.22520142217752134,mmol/L,-0.647428871183482,245.09405233369222,2.236521787155261,53.31087655288247,7.487869052335585,1.3511945269906391,1.3000445946989585,0.8279881767970589,3.0,False,True
CHEM_00024,Demo chemical 24,10024-00-0,CC(C)O,daphnia_48h_ec50,flame_retardant,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,21.50173797746252,8.22825846305872,2012,demo,mortality,0.16914739862810524,mmol/L,-0.7717346769782573,194.20609413597785,4.687500721513824,36.43392753770269,5.46154938227729,0.0,-0.19065105750515945,-0.06695317289820084,5.0,False,False
CHEM_00025,Demo chemical 25,10025-00-0,CCO,algae_72h_ec50,uv_filter,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.624018943102488,7.962124814442679,2012,demo,growth,0.001951007604323661,mmol/L,-2.709741037878999,301.0027048718157,2.6612834857055043,39.72565267119202,5.21752294444888,0.0,0.03278209287626079,0.3043667290302598,1.0,False,False
CHEM_00026,Demo chemical 26,10026-00-0,CCN,algae_72h_ec50,flame_retardant,Raphidocelis subcapitata,Raphidocelis,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.736713225401317,7.838633594337361,2020,demo,growth,0.002257844222243423,mmol/L,-2.6463060251009853,379.2967745320966,1.0241140678343088,48.17793149617789,2.858112676956411,1.6510109519729683,-1.5815943994539423,1.0684715559890383,4.0,False,True
CHEM_00027,Demo chemical 27,10027-00-0,C1CCCCC1,algae_72h_ec50,flame_retardant,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,19.749981939360843,8.092582219063589,2003,demo,growth,0.1951392337613403,mmol/L,-0.7096554046544361,180.93237882084946,3.3229655837115764,56.94954935095282,2.5128235423748717,0.3421999861677437,0.3833938643534951,0.20230619183119358,3.0,False,False
CHEM_00028,Demo chemical 28,10028-00-0,CCN,daphnia_48h_ec50,pfas,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,15.992955415866973,8.141701744606856,2007,demo,mortality,0.7241177160431443,mmol/L,-0.14019082707314418,356.31684723495914,4.528152779079832,76.83640133780123,3.0846011380863487,1.0863043554744265,2.327653100346085,1.309550684860527,4.0,False,True
CHEM_00029,Demo chemical 29,10029-00-0,CC(=O)O,algae_72h_ec50,pfas,Raphidocelis subcapitata,Raphidocelis,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.108707170780765,7.311289586544666,2008,demo,growth,0.08464204859248729,mmol/L,-1.072413833947285,186.46909679796607,4.027563927220392,70.48375685625543,4.918771543433223,1.561562900977016,0.27627417932855375,0.13824143205868192,5.0,False,True
CHEM_00030,Demo chemical 30,10030-00-0,CC(C)N,daphnia_48h_ec50,uv_filter,Daphnia magna,Daphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,21.042334511464226,7.393664483233849,2020,demo,mortality,0.05068492090645316,mmol/L,-1.2951212268831,292.40517644811734,2.6543920845561413,56.40777172337083,3.7649156653437394,1.6636152336192584,0.8205284754174188,-1.993060371054156,5.0,False,True
CHEM_00031,Demo chemical 31,10031-00-0,CCCCO,algae_72h_ec50,pharma,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,19.86172413054772,8.041434355827759,2020,demo,growth,0.16703591776795718,mmol/L,-0.7771901323782265,195.73884478758586,4.399320679673289,54.302318672348505,4.184253316868219,0.3300814209380303,0.19779008194185213,-0.5944003521987352,5.0,False,True
CHEM_00032,Demo chemical 32,10032-00-0,CC(C)O,algae_72h_ec50,pharma,Raphidocelis subcapitata,Raphidocelis,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,20.949394176926404,7.4475653397249095,2017,demo,growth,0.02687550175848949,mmol/L,-1.570643418837862,221.35866495404568,4.464302023254322,94.41539662331968,0.33818834830493927,1.7426375932547875,0.39282746825991893,-0.605000712808731,4.0,False,False
CHEM_00033,Demo chemical 33,10033-00-0,C1CCCCC1,fish_96h_lc50,uv_filter,Pimephales promelas,Pimephales,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,17.046284366308537,7.926888966628793,2008,demo,mortality,0.05295825950141863,mmol/L,-1.276066296630117,284.2312352555934,3.272906790876313,66.57324004564963,3.3370236558054907,1.8916739556619016,0.3619218539288437,0.3833771131824704,2.0,False,False
CHEM_00034,Demo chemical 34,10034-00-0,c1ccccc1,daphnia_48h_ec50,pfas,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,20.66614074523651,7.489654860818457,2023,demo,mortality,0.2422337167859371,mmol/L,-0.6157654070437352,406.081004810104,5.992376634864504,61.38762270265558,4.6278164229151075,0.3333049552404753,1.0762401574663856,-1.589567493308969,5.0,False,True
CHEM_00035,Demo chemical 35,10035-00-0,C1CCCCC1,daphnia_48h_ec50,pfas,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,19.43127232391981,7.574130259766153,1996,demo,mortality,0.19202698406507576,mmol/L,-0.7166377389676439,226.54467306809906,5.824677394915421,82.11986739814597,5.238342233950787,0.7285932128927877,-0.9620911163416273,1.0638515327343585,4.0,False,True
CHEM_00036,Demo chemical 36,10036-00-0,CCCCO,fish_96h_lc50,flame_retardant,Pimephales promelas,Pimephales,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,19.659184837671592,7.188207041309832,2011,demo,mortality,0.016336856740670327,mmol/L,-1.7868314993028869,457.81389812766656,3.76769569115033,88.66429013212345,4.860602717915106,0.3187702486513856,0.5807770953297967,0.6655852363134291,5.0,False,False
CHEM_00037,Demo chemical 37,10037-00-0,CCOC(=O)C,algae_72h_ec50,pharma,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,17.00987833954559,8.045544891925564,2003,demo,growth,0.0007520195519353093,mmol/L,-3.1237708679359764,286.3172463446957,3.1295923333443048,78.71094250930298,5.7903699639433714,0.4244158133721677,-1.8314060842151236,-1.502503456040897,5.0,False,False
CHEM_00038,Demo chemical 38,10038-00-0,CC(C)O,daphnia_48h_ec50,uv_filter,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,20.198954946031478,7.465559739271581,2018,demo,mortality,0.00043575406757624387,mmol/L,-3.360758550247407,443.6332009797922,4.021861125756377,48.80855427901021,5.581612243380161,1.275716180988842,-1.5609583529944429,0.668326018107997,4.0,False,False
CHEM_00039,Demo chemical 39,10039-00-0,CCCCO,fish_96h_lc50,uv_filter,Danio rerio,Danio,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,22.910091152541423,7.552594326722181,2024,demo,mortality,0.1364893494556578,mmol/L,-0.864901236191723,172.388038427887,2.434765213142528,86.71568672640466,4.5164576466453905,2.2517744173359233,-0.19134398669506028,-0.36177047744417123,2.0,False,True
CHEM_00040,Demo chemical 40,10040-00-0,CCOC(=O)C,fish_96h_lc50,uv_filter,Oncorhynchus mykiss,Oncorhynchus,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,18.426868449791662,6.825412739506359,2000,demo,mortality,0.0013581168769551109,mmol/L,-2.8670628538902068,286.18671605145107,1.621089113383383,72.74941805302242,2.347541067272095,1.1981327208871546,1.1478126607335635,-0.1792266254497549,3.0,False,False
CHEM_00041,Demo chemical 41,10041-00-0,C1CCCCC1,algae_72h_ec50,flame_retardant,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,24.070146605462135,7.465162331578996,1996,demo,growth,0.34404243749895863,mmol/L,-0.46338798407123954,169.3171166445514,4.348219569078861,73.25331940770968,3.3858335633308467,0.39717793571409765,0.385037937656101,-1.0322626705778368,4.0,False,False
CHEM_00042,Demo chemical 42,10042-00-0,CCCOC,daphnia_48h_ec50,surfactant,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,21.800369128039925,7.795765068920379,2024,demo,mortality,0.12075901866944297,mmol/L,-0.9180804248653817,208.89831681838479,2.4334432241228976,58.58639236695858,3.680703385155966,0.47766708426823035,0.051142058552161786,0.5484279208297995,3.0,False,True
CHEM_00043,Demo chemical 43,10043-00-0,CCCCO,fish_96h_lc50,surfactant,Pimephales promelas,Pimephales,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,19.49496533139407,7.645381735135629,1995,demo,mortality,0.03501669905395584,mmol/L,-1.4557247962942699,270.9628649659505,2.4203662562146953,63.79686785674886,0.0,0.07492187178773368,-1.4548224852577891,-0.2937789201521298,3.0,False,False
CHEM_00044,Demo chemical 44,10044-00-0,CC(C)O,daphnia_48h_ec50,pharma,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,20.498072244613883,8.228519540325244,2023,demo,mortality,0.004169770482766497,mmol/L,-2.3798878492975275,409.7837224598395,2.0880623366848376,43.25073191829615,0.6964817036414654,0.0,1.6111161484996208,-0.42360660646083825,5.0,False,True
CHEM_00045,Demo chemical 45,10045-00-0,C1CCCCC1,daphnia_48h_ec50,uv_filter,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,21.08226322160906,7.8051705929347746,2008,demo,mortality,0.20224336573388038,mmol/L,-0.6941257158092559,108.00303522862973,4.118492483480973,48.44922225288699,4.896198727872407,0.0,1.274447216941239,0.5380344399282511,5.0,False,False
CHEM_00046,Demo chemical 46,10046-00-0,CC(C)N,daphnia_48h_ec50,flame_retardant,Daphnia magna,Daphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,18.772046397214204,8.080471539608425,2017,demo,mortality,0.5877402669696045,mmol/L,-0.23081455409820384,136.1012451680752,4.035586577051676,43.868021913852544,3.118695156860515,1.0256861391767478,0.7138201364823995,0.2689134476786009,2.0,False,False
CHEM_00047,Demo chemical 47,10047-00-0,CC(C)N,algae_72h_ec50,pharma,Raphidocelis subcapitata,Raphidocelis,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,19.189461469101335,6.725264783751926,2007,demo,growth,0.0064281279330760345,mmol/L,-2.1919154884618846,217.06893422270326,5.1351711677640095,39.188278949751336,3.3790320476081126,0.7710216401274647,-2.41278033092949,-0.18992384102225704,5.0,False,False
CHEM_00048,Demo chemical 48,10048-00-0,CCCOC,algae_72h_ec50,pharma,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,19.715993571184956,7.746102706787425,2011,demo,growth,0.002955669848426627,mmol/L,-2.5293440787394004,291.9605900228869,1.7067132562168321,73.98393463389776,0.5386567889855636,1.1315125623818418,0.17196033243705985,-0.3904639494628101,2.0,False,False
CHEM_00049,Demo chemical 49,10049-00-0,CCCCO,daphnia_48h_ec50,pharma,Daphnia magna,Daphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,19.3524165914268,6.823214940332095,2005,demo,mortality,0.03390531793524755,mmol/L,-1.4697321788234345,161.70074417743942,4.204711000163351,66.38800527582458,3.964874347045108,0.27806152416598984,-0.8690472478647824,-0.3423409386638824,2.0,False,False
CHEM_00050,Demo chemical 50,10050-00-0,CC(C)N,daphnia_48h_ec50,pharma,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,18.572250351927032,6.973267915576703,2024,demo,mortality,0.2640316005213781,mmol/L,-0.5783440916500355,120.74733285434576,4.07848020263063,49.545626076606396,5.671615792628675,1.2794804980483436,0.7848440366081351,2.3826022826840734,1.0,False,True
CHEM_00051,Demo chemical 51,10051-00-0,CCOC(=O)C,daphnia_48h_ec50,flame_retardant,Ceriodaphnia dubia,Ceriodaphnia,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,21.581603442357977,8.099349776118693,2018,demo,mortality,0.015787385327312928,mmol/L,-1.8016897909510128,315.34206937606325,4.2501022414977845,85.0345001713039,3.0823190137013987,0.660181017765527,-0.5213229186372847,0.3140772238697992,1.0,False,False
CHEM_00052,Demo chemical 52,10052-00-0,c1ccccc1,algae_72h_ec50,pharma,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,19.597790690962338,7.945186356664106,1996,demo,growth,0.004088306017536222,mmol/L,-2.388456603882823,69.85781675047627,2.5079539436997265,44.351673320771084,3.5098786976185954,0.17534902378307693,-0.9636384443688041,-0.056954541213528984,4.0,False,False
CHEM_00053,Demo chemical 53,10053-00-0,CCOC(=O)C,fish_96h_lc50,flame_retardant,Pimephales promelas,Pimephales,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,19.975830698423465,7.415723994254737,2001,demo,mortality,0.04038876207362998,mmol/L,-1.3937394578681546,294.6839167419379,3.2341566611230395,72.94969381418949,1.5682181517917386,0.0,-0.013646791795296761,0.6857490352746618,5.0,False,False
CHEM_00054,Demo chemical 54,10054-00-0,CCOC(=O)C,daphnia_48h_ec50,uv_filter,Moina macrocopa,Moina,DemoFamily,DemoOrder,DemoClass,Arthropoda,consumer,48,freshwater,20.565173965838593,7.806926896184491,2022,demo,mortality,0.04791414667240292,mmol/L,-1.319536242019892,242.30568504613342,4.8536226288191635,14.385243092561538,1.719678161747539,0.10437129978357895,-0.9228864418952676,0.4478137167227104,1.0,False,True
CHEM_00055,Demo chemical 55,10055-00-0,CC(C)N,fish_96h_lc50,pharma,Oncorhynchus mykiss,Oncorhynchus,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,22.003490795303016,7.975090037304774,1999,demo,mortality,0.004200594531278744,mmol/L,-2.376689237368641,272.25149811637016,3.689742901886131,75.55534778169852,1.958753960973325,0.0,0.8070082819444706,0.09903482100720092,4.0,False,False
CHEM_00056,Demo chemical 56,10056-00-0,c1ccccc1,fish_96h_lc50,flame_retardant,Danio rerio,Danio,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,24.097511301726573,8.214067360828853,2003,demo,mortality,0.004427799780600501,mmol/L,-2.35381202558607,291.3038057681161,3.0539399640971663,42.13738756830274,6.272097367110857,0.26331968175269793,-0.2992647038852564,0.8550193242972788,3.0,False,False
CHEM_00057,Demo chemical 57,10057-00-0,CC(=O)O,algae_72h_ec50,flame_retardant,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,18.88761608230175,6.988063616943991,2001,demo,growth,0.01500534785705581,mmol/L,-1.823753932218554,300.8296914289022,4.388017083565202,72.7381256674442,7.363633238601648,2.383196272708563,0.3407914080021059,1.359220600295612,1.0,False,False
CHEM_00058,Demo chemical 58,10058-00-0,CCN,fish_96h_lc50,surfactant,Danio rerio,Danio,DemoFamily,DemoOrder,DemoClass,Chordata,consumer,96,freshwater,19.897605776366806,7.468108174457277,1996,demo,mortality,0.04315492082315057,mmol/L,-1.3649696758585426,250.96425444814605,3.743356732277335,38.13057259076034,7.5951223332892805,1.7153706628107277,0.0603859284244171,0.011445439091466015,3.0,False,False
CHEM_00059,Demo chemical 59,10059-00-0,CC(=O)O,algae_72h_ec50,uv_filter,Chlorella vulgaris,Chlorella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,16.426584977263843,7.450926145001949,2011,demo,growth,0.010006892047324252,mmol/L,-1.9997007852860647,163.40582420893705,3.318737746871685,45.078034866949736,5.991402771799847,1.8473789911170568,-1.2503155389231464,1.0258368428852387,4.0,False,False
CHEM_00060,Demo chemical 60,10060-00-0,CC(C)N,algae_72h_ec50,flame_retardant,Pseudokirchneriella subcapitata,Pseudokirchneriella,DemoFamily,DemoOrder,DemoClass,Chlorophyta,producer,72,freshwater,17.51158824227826,7.372357361195641,2010,demo,growth,0.34228549517098006,mmol/L,-0.4656115043113625,163.30409381135516,3.913525885700429,67.58560068730326,4.434462389621049,0.8383334036884768,1.0999796503420836,-0.5778941080776558,2.0,False,False
